timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/09/09 11:54:05.394, 0, NVIDIA L40S, 100 %, 100 %, 27967 MiB, 46068 MiB, 67, 292.74 W
2026/09/09 11:54:10.395, 0, NVIDIA L40S, 99 %, 100 %, 27967 MiB, 46068 MiB, 67, 293.03 W
2026/09/09 11:54:15.396, 0, NVIDIA L40S, 100 %, 100 %, 27967 MiB, 46068 MiB, 67, 292.85 W
2026/09/09 11:54:20.397, 0, NVIDIA L40S, 100 %, 100 %, 27967 MiB, 46068 MiB, 68, 294.94 W
2026/09/09 11:54:25.398, 0, NVIDIA L40S, 99 %, 100 %, 27967 MiB, 46068 MiB, 70, 300.56 W
2026/09/09 11:54:30.399, 0, NVIDIA L40S, 100 %, 100 %, 27967 MiB, 46068 MiB, 69, 296.10 W
2026/09/09 11:54:35.400, 0, NVIDIA L40S, 100 %, 100 %, 27967 MiB, 46068 MiB, 69, 298.30 W
2026/09/09 11:54:40.402, 0, NVIDIA L40S, 99 %, 100 %, 27967 MiB, 46068 MiB, 70, 295.45 W
2026/09/09 11:54:45.403, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 302.15 W
2026/09/09 11:54:50.405, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 69, 302.87 W
2026/09/09 11:54:55.405, 0, NVIDIA L40S, 99 %, 100 %, 27979 MiB, 46068 MiB, 70, 301.49 W
2026/09/09 11:55:00.408, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 70, 304.79 W
2026/09/09 11:55:05.408, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 70, 301.36 W
2026/09/09 11:55:10.410, 0, NVIDIA L40S, 99 %, 100 %, 27979 MiB, 46068 MiB, 71, 297.04 W
2026/09/09 11:55:15.411, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 70, 301.85 W
2026/09/09 11:55:20.412, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 300.92 W
2026/09/09 11:55:25.413, 0, NVIDIA L40S, 99 %, 100 %, 27979 MiB, 46068 MiB, 71, 300.13 W
2026/09/09 11:55:30.413, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 304.68 W
2026/09/09 11:55:35.414, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 302.82 W
2026/09/09 11:55:40.415, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 307.74 W
2026/09/09 11:55:45.416, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 72, 301.57 W
2026/09/09 11:55:50.417, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 299.88 W
2026/09/09 11:55:55.418, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 299.47 W
2026/09/09 11:56:00.418, 0, NVIDIA L40S, 99 %, 100 %, 27979 MiB, 46068 MiB, 72, 303.74 W
2026/09/09 11:56:05.421, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 72, 305.50 W
2026/09/09 11:56:10.422, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 72, 300.00 W
2026/09/09 11:56:15.422, 0, NVIDIA L40S, 99 %, 100 %, 27979 MiB, 46068 MiB, 72, 299.23 W
2026/09/09 11:56:20.423, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 71, 298.06 W
2026/09/09 11:56:25.424, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 72, 301.95 W
2026/09/09 11:56:30.425, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 65, 126.79 W
2026/09/09 11:56:35.426, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 63, 123.34 W
2026/09/09 11:56:40.427, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 61, 121.46 W
2026/09/09 11:56:45.427, 0, NVIDIA L40S, 99 %, 100 %, 27979 MiB, 46068 MiB, 65, 189.60 W
2026/09/09 11:56:50.428, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 66, 294.30 W
2026/09/09 11:56:55.429, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 67, 293.57 W
2026/09/09 11:57:00.430, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 68, 300.42 W
2026/09/09 11:57:05.431, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 69, 298.50 W
2026/09/09 11:57:10.431, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 70, 301.15 W
2026/09/09 11:57:15.432, 0, NVIDIA L40S, 100 %, 100 %, 27979 MiB, 46068 MiB, 70, 300.91 W
2026/09/09 11:57:20.433, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 65, 142.24 W
2026/09/09 11:57:25.434, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 63, 123.25 W
2026/09/09 11:57:30.435, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 62, 121.38 W
2026/09/09 11:57:35.436, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 61, 120.08 W
2026/09/09 11:57:40.437, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 60, 119.01 W
2026/09/09 11:57:45.437, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 58, 118.15 W
2026/09/09 11:57:50.438, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 58, 117.18 W
2026/09/09 11:57:55.439, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 57, 116.40 W
2026/09/09 11:58:00.440, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 56, 115.75 W
2026/09/09 11:58:05.441, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 55, 115.50 W
2026/09/09 11:58:10.442, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 55, 115.37 W
2026/09/09 11:58:15.443, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 54, 114.16 W
2026/09/09 11:58:20.444, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 53, 113.67 W
2026/09/09 11:58:25.445, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 53, 114.52 W
2026/09/09 11:58:30.445, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 52, 113.18 W
2026/09/09 11:58:35.447, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 52, 112.69 W
2026/09/09 11:58:40.448, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 52, 112.57 W
2026/09/09 11:58:45.449, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 52, 112.57 W
2026/09/09 11:58:50.449, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 52, 112.45 W
2026/09/09 11:58:55.450, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 51, 112.08 W
2026/09/09 11:59:00.451, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 51, 112.04 W
2026/09/09 11:59:05.452, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 51, 111.74 W
2026/09/09 11:59:10.453, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 50, 111.43 W
2026/09/09 11:59:15.454, 0, NVIDIA L40S, 0 %, 0 %, 27979 MiB, 46068 MiB, 50, 111.26 W
