timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/09/05 11:27:46.326, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 58, 215.52 W
2026/09/05 11:27:51.327, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 59, 217.87 W
2026/09/05 11:27:56.329, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 59, 228.83 W
2026/09/05 11:28:01.330, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 59, 230.71 W
2026/09/05 11:28:06.330, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 225.03 W
2026/09/05 11:28:11.331, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 59, 218.45 W
2026/09/05 11:28:16.331, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 225.78 W
2026/09/05 11:28:21.332, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 225.23 W
2026/09/05 11:28:26.332, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 227.39 W
2026/09/05 11:28:31.333, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 221.76 W
2026/09/05 11:28:36.334, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 229.19 W
2026/09/05 11:28:41.334, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 224.54 W
2026/09/05 11:28:46.335, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 223.64 W
2026/09/05 11:28:51.335, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 226.08 W
2026/09/05 11:28:56.336, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 221.93 W
2026/09/05 11:29:01.336, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 223.15 W
2026/09/05 11:29:06.337, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 227.97 W
2026/09/05 11:29:11.337, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 228.69 W
2026/09/05 11:29:16.338, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 61, 233.70 W
2026/09/05 11:29:21.338, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 228.56 W
2026/09/05 11:29:26.339, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 61, 226.64 W
2026/09/05 11:29:31.339, 0, NVIDIA L40S, 99 %, 100 %, 27969 MiB, 46068 MiB, 62, 230.43 W
2026/09/05 11:29:36.340, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 222.09 W
2026/09/05 11:29:41.340, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 225.14 W
2026/09/05 11:29:46.341, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 222.34 W
2026/09/05 11:29:51.342, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 229.27 W
2026/09/05 11:29:56.342, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 223.86 W
2026/09/05 11:30:01.343, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 229.12 W
2026/09/05 11:30:06.343, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 224.13 W
2026/09/05 11:30:11.344, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 229.37 W
2026/09/05 11:30:16.344, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 221.31 W
2026/09/05 11:30:21.345, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 230.93 W
2026/09/05 11:30:26.345, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 236.37 W
2026/09/05 11:30:31.346, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 221.83 W
2026/09/05 11:30:36.346, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 220.05 W
2026/09/05 11:30:41.347, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 230.41 W
2026/09/05 11:30:46.348, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 230.65 W
2026/09/05 11:30:51.348, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 221.82 W
2026/09/05 11:30:56.349, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 224.18 W
2026/09/05 11:31:01.349, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 223.11 W
2026/09/05 11:31:06.350, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.89 W
2026/09/05 11:31:11.350, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 226.94 W
2026/09/05 11:31:16.353, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 226.26 W
2026/09/05 11:31:21.353, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 231.45 W
2026/09/05 11:31:26.354, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 228.54 W
2026/09/05 11:31:31.354, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 67, 230.56 W
2026/09/05 11:31:36.355, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 68, 240.54 W
2026/09/05 11:31:41.355, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 67, 226.02 W
2026/09/05 11:31:46.356, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 68, 221.96 W
2026/09/05 11:31:51.356, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 68, 231.87 W
2026/09/05 11:31:56.357, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 69, 237.40 W
2026/09/05 11:32:01.357, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 69, 231.12 W
2026/09/05 11:32:06.358, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 69, 228.77 W
