timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/09/05 11:44:47.393, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 62, 226.69 W
2026/09/05 11:44:52.393, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 63, 232.11 W
2026/09/05 11:44:57.394, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 226.66 W
2026/09/05 11:45:02.395, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 231.63 W
2026/09/05 11:45:07.395, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 228.06 W
2026/09/05 11:45:12.396, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 232.33 W
2026/09/05 11:45:17.396, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 217.17 W
2026/09/05 11:45:22.397, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 225.97 W
2026/09/05 11:45:27.397, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 223.79 W
2026/09/05 11:45:32.398, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 222.46 W
2026/09/05 11:45:37.398, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 221.71 W
2026/09/05 11:45:42.399, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 222.46 W
2026/09/05 11:45:47.399, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 219.43 W
2026/09/05 11:45:52.400, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 221.50 W
2026/09/05 11:45:57.401, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 230.07 W
2026/09/05 11:46:02.401, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 225.85 W
2026/09/05 11:46:07.402, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.04 W
2026/09/05 11:46:12.402, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 225.77 W
2026/09/05 11:46:17.403, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 226.87 W
2026/09/05 11:46:22.403, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 225.12 W
2026/09/05 11:46:27.404, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 228.43 W
2026/09/05 11:46:32.404, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.93 W
2026/09/05 11:46:37.405, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 226.21 W
2026/09/05 11:46:42.406, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 231.22 W
2026/09/05 11:46:47.406, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 230.88 W
2026/09/05 11:46:52.407, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 228.80 W
2026/09/05 11:46:57.407, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 229.84 W
2026/09/05 11:47:02.408, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 230.55 W
2026/09/05 11:47:07.408, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 226.89 W
2026/09/05 11:47:12.409, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 229.36 W
2026/09/05 11:47:17.409, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 229.60 W
2026/09/05 11:47:22.410, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 227.16 W
2026/09/05 11:47:27.410, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 229.73 W
2026/09/05 11:47:32.411, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 230.33 W
2026/09/05 11:47:37.411, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 228.50 W
2026/09/05 11:47:42.412, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 228.62 W
2026/09/05 11:47:47.413, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 226.01 W
2026/09/05 11:47:52.414, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 226.15 W
2026/09/05 11:47:57.414, 0, NVIDIA L40S, 61 %, 62 %, 27969 MiB, 46068 MiB, 64, 176.49 W
2026/09/05 11:48:02.415, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 65, 230.17 W
2026/09/05 11:48:07.415, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 65, 237.77 W
2026/09/05 11:48:12.416, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 66, 233.30 W
2026/09/05 11:48:17.416, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 236.36 W
2026/09/05 11:48:22.417, 0, NVIDIA L40S, 0 %, 0 %, 27969 MiB, 46068 MiB, 60, 74.98 W
2026/09/05 11:48:27.418, 0, NVIDIA L40S, 0 %, 0 %, 27969 MiB, 46068 MiB, 59, 74.16 W
2026/09/05 11:48:32.418, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 222.62 W
2026/09/05 11:48:37.419, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 226.68 W
2026/09/05 11:48:42.419, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 231.82 W
2026/09/05 11:48:47.420, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 224.01 W
2026/09/05 11:48:52.421, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 228.76 W
2026/09/05 11:48:57.421, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 227.59 W
2026/09/05 11:49:02.422, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 232.99 W
2026/09/05 11:49:07.422, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.38 W
2026/09/05 11:49:12.423, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 220.54 W
2026/09/05 11:49:17.423, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.37 W
2026/09/05 11:49:22.424, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.96 W
2026/09/05 11:49:27.424, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 224.03 W
2026/09/05 11:49:32.425, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 221.29 W
2026/09/05 11:49:37.426, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 228.06 W
2026/09/05 11:49:42.426, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 227.19 W
2026/09/05 11:49:47.427, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 224.02 W
2026/09/05 11:49:52.427, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 225.06 W
2026/09/05 11:49:57.428, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 230.49 W
2026/09/05 11:50:02.428, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 226.86 W
2026/09/05 11:50:07.429, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 229.81 W
2026/09/05 11:50:12.430, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 224.60 W
2026/09/05 11:50:17.430, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 228.18 W
2026/09/05 11:50:22.431, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 224.06 W
2026/09/05 11:50:27.431, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 228.05 W
2026/09/05 11:50:32.432, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 229.58 W
2026/09/05 11:50:37.432, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 229.90 W
2026/09/05 11:50:42.433, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 225.80 W
2026/09/05 11:50:47.433, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 225.84 W
2026/09/05 11:50:52.434, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 229.00 W
2026/09/05 11:50:57.434, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 227.03 W
2026/09/05 11:51:02.435, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 232.93 W
2026/09/05 11:51:07.436, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 223.89 W
2026/09/05 11:51:12.436, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 219.26 W
2026/09/05 11:51:17.437, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 220.50 W
2026/09/05 11:51:22.437, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 65, 232.03 W
2026/09/05 11:51:27.438, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 65, 232.95 W
2026/09/05 11:51:32.438, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 156.07 W
2026/09/05 11:51:37.439, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 65, 231.94 W
2026/09/05 11:51:42.440, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 65, 233.63 W
2026/09/05 11:51:47.440, 0, NVIDIA L40S, 0 %, 0 %, 27969 MiB, 46068 MiB, 60, 74.85 W
2026/09/05 11:51:52.441, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 135.56 W
2026/09/05 11:51:57.442, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 231.63 W
2026/09/05 11:52:02.442, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 228.96 W
2026/09/05 11:52:07.443, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 222.29 W
2026/09/05 11:52:12.443, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 223.89 W
2026/09/05 11:52:17.444, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 224.65 W
2026/09/05 11:52:22.444, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 221.52 W
2026/09/05 11:52:27.445, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 228.95 W
2026/09/05 11:52:32.445, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.42 W
2026/09/05 11:52:37.446, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.01 W
2026/09/05 11:52:42.447, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 223.10 W
2026/09/05 11:52:47.447, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 221.40 W
2026/09/05 11:52:52.450, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 219.02 W
2026/09/05 11:52:57.450, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 219.94 W
2026/09/05 11:53:02.451, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 233.29 W
2026/09/05 11:53:07.451, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 230.07 W
2026/09/05 11:53:12.452, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 226.45 W
2026/09/05 11:53:17.452, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 225.63 W
2026/09/05 11:53:22.453, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 228.73 W
2026/09/05 11:53:27.453, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 226.99 W
2026/09/05 11:53:32.454, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 224.14 W
2026/09/05 11:53:37.454, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 228.55 W
2026/09/05 11:53:42.455, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 227.86 W
2026/09/05 11:53:47.456, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 64, 225.65 W
2026/09/05 11:53:52.456, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 234.06 W
2026/09/05 11:53:57.457, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 234.51 W
2026/09/05 11:54:02.457, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 67, 234.23 W
2026/09/05 11:54:07.458, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 224.84 W
2026/09/05 11:54:12.458, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 67, 231.33 W
2026/09/05 11:54:17.459, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 225.51 W
2026/09/05 11:54:22.459, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 222.98 W
2026/09/05 11:54:27.460, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 227.77 W
2026/09/05 11:54:32.460, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 224.83 W
2026/09/05 11:54:37.461, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 226.42 W
2026/09/05 11:54:42.461, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 65, 230.85 W
2026/09/05 11:54:47.462, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 66, 232.65 W
2026/09/05 11:54:52.463, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 66, 231.38 W
2026/09/05 11:54:57.464, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 66, 230.53 W
2026/09/05 11:55:02.464, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 66, 234.27 W
2026/09/05 11:55:07.465, 0, NVIDIA L40S, 0 %, 0 %, 27969 MiB, 46068 MiB, 61, 75.57 W
2026/09/05 11:55:12.466, 0, NVIDIA L40S, 0 %, 0 %, 27969 MiB, 46068 MiB, 58, 74.11 W
2026/09/05 11:55:17.466, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 220.03 W
2026/09/05 11:55:22.467, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 231.23 W
2026/09/05 11:55:27.467, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 63, 231.41 W
2026/09/05 11:55:32.468, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 231.57 W
2026/09/05 11:55:37.469, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 232.75 W
2026/09/05 11:55:42.469, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 57, 219.08 W
2026/09/05 11:55:47.470, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 55, 219.49 W
2026/09/05 11:55:52.470, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 54, 224.84 W
2026/09/05 11:55:57.471, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 53, 221.53 W
2026/09/05 11:56:02.471, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 217.90 W
2026/09/05 11:56:07.472, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 216.88 W
2026/09/05 11:56:12.472, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 224.71 W
2026/09/05 11:56:17.473, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 224.68 W
2026/09/05 11:56:22.473, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 225.35 W
2026/09/05 11:56:27.474, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 213.06 W
2026/09/05 11:56:32.474, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 214.26 W
2026/09/05 11:56:37.475, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 211.97 W
2026/09/05 11:56:42.476, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 224.93 W
2026/09/05 11:56:47.476, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 220.87 W
2026/09/05 11:56:52.477, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 215.44 W
2026/09/05 11:56:57.477, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 214.88 W
2026/09/05 11:57:02.478, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 219.12 W
2026/09/05 11:57:07.478, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 221.70 W
2026/09/05 11:57:12.479, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 49, 219.32 W
2026/09/05 11:57:17.479, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 210.89 W
2026/09/05 11:57:22.480, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 213.94 W
2026/09/05 11:57:27.480, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 220.09 W
2026/09/05 11:57:32.481, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 219.99 W
2026/09/05 11:57:37.482, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 215.48 W
2026/09/05 11:57:42.482, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 50, 217.67 W
2026/09/05 11:57:47.483, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 222.87 W
2026/09/05 11:57:52.483, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 217.36 W
2026/09/05 11:57:57.484, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 212.73 W
2026/09/05 11:58:02.484, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 210.24 W
2026/09/05 11:58:07.486, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 52, 223.95 W
2026/09/05 11:58:12.486, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 52, 224.37 W
2026/09/05 11:58:17.488, 0, NVIDIA L40S, 0 %, 0 %, 27969 MiB, 46068 MiB, 49, 196.66 W
2026/09/05 11:58:22.488, 0, NVIDIA L40S, 98 %, 100 %, 27969 MiB, 46068 MiB, 53, 220.27 W
2026/09/05 11:58:27.489, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 53, 223.93 W
2026/09/05 11:58:32.489, 0, NVIDIA L40S, 12 %, 0 %, 27969 MiB, 46068 MiB, 48, 69.79 W
2026/09/05 11:58:37.490, 0, NVIDIA L40S, 0 %, 0 %, 27969 MiB, 46068 MiB, 46, 68.62 W
2026/09/05 11:58:42.491, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 51, 218.20 W
2026/09/05 11:58:47.491, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 52, 217.58 W
2026/09/05 11:58:52.492, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 53, 217.77 W
2026/09/05 11:58:57.492, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 55, 217.50 W
2026/09/05 11:59:02.493, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 55, 217.11 W
2026/09/05 11:59:07.494, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 55, 215.06 W
2026/09/05 11:59:12.494, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 56, 217.53 W
2026/09/05 11:59:17.495, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 57, 222.11 W
2026/09/05 11:59:22.495, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 58, 219.58 W
2026/09/05 11:59:27.496, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 59, 230.74 W
2026/09/05 11:59:32.496, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 60, 219.49 W
2026/09/05 11:59:37.497, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 61, 235.30 W
2026/09/05 11:59:42.497, 0, NVIDIA L40S, 100 %, 100 %, 27969 MiB, 46068 MiB, 62, 226.17 W
